"filename", "language", "TypeScript JSX", "Makefile", "TypeScript", "CSS", "JavaScript", "JSON with Comments", "Markdown", "JSON", "XML", "comment", "blank", "total"
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/VideoAssets.tsx", "TypeScript JSX", 97, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 107
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/VideoCount.tsx", "TypeScript JSX", 230, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 246
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/create/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/CampaignDetailPage.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/CampaignClient.tsx", "TypeScript JSX", 632, 0, 0, 0, 0, 0, 0, 0, 0, 30, 63, 725
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/hooks/useCampaignData.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/hooks/useCampaignProgress.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 10, 41
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/index.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 1, 9
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/list/CampaignListPage.tsx", "TypeScript JSX", 399, 0, 0, 0, 0, 0, 0, 0, 0, 25, 31, 455
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignCard.tsx", "TypeScript JSX", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 127
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/FolderManagerDialog.tsx", "TypeScript JSX", 814, 0, 0, 0, 0, 0, 0, 0, 0, 43, 62, 919
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/list/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/DateStep.tsx", "TypeScript JSX", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ProfilesStep.tsx", "TypeScript JSX", 133, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 140
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ProgressModal.tsx", "TypeScript JSX", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 69
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ReviewStep.tsx", "TypeScript JSX", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 133
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/StepIndicator.tsx", "TypeScript JSX", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 55
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/TimeStep.tsx", "TypeScript JSX", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 46
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/VideoGrid.tsx", "TypeScript JSX", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 92
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/VideoTableView.tsx", "TypeScript JSX", 624, 0, 0, 0, 0, 0, 0, 0, 0, 45, 54, 723
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ViewToggle.tsx", "TypeScript JSX", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/constants/platforms.tsx", "TypeScript JSX", 49, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 57
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/dialogs/ScheduleDialog.tsx", "TypeScript JSX", 890, 0, 0, 0, 0, 0, 0, 0, 0, 47, 104, 1041
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/dialogs/UnscheduleDialog.tsx", "TypeScript JSX", 232, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 277
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useProfileSelection.ts", "TypeScript", 0, 0, 115, 0, 0, 0, 0, 0, 0, 10, 30, 155
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useScheduleLogic.ts", "TypeScript", 0, 0, 244, 0, 0, 0, 0, 0, 0, 18, 38, 300
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useVideoDownload.ts", "TypeScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 9, 19, 127
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useVideoFiltering.ts", "TypeScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 17, 84
"/Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/index.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 4
